env,condition,intervention,setting,seed,final_train_return,final_test_return,final_train_success,final_test_success,gap,success_gap,sample_efficiency_auc
world2_keydoor,levels,n_train,256,7,0.8265999555587769,0.11490028351545334,0.9700000286102295,0.6100000143051147,0.7116996645927429,0.36000001430511475,0.5093333721160889
world2_keydoor,aug,augment,shift,0,0.7657812833786011,-0.4585995078086853,0.9375,0.3199999928474426,1.2243807315826416,0.6175000071525574,0.32866668701171875
world2_keydoor,aug,augment,shift,1,0.8256250619888306,-0.41949954628944397,0.96875,0.3400000035762787,1.2451245784759521,0.6287499666213989,0.3473333716392517
world2_keydoor,aug,augment,shift,2,0.8264062404632568,-0.46069952845573425,0.96875,0.3199999928474426,1.2871057987213135,0.6487500071525574,0.37933337688446045
world2_keydoor,aug,augment,shift,3,0.7301563024520874,-0.5408995151519775,0.921875,0.2800000011920929,1.271055817604065,0.6418750286102295,0.2980000078678131
world2_keydoor,aug,augment,shift,4,0.826718807220459,-0.2981995642185211,0.96875,0.4000000059604645,1.1249183416366577,0.5687500238418579,0.33133330941200256
world2_keydoor,aug,augment,shift,5,0.8567187786102295,-0.5597995519638062,0.984375,0.27000001072883606,1.4165183305740356,0.7143750190734863,0.3226666748523712
world2_keydoor,aug,augment,shift,6,0.8868750333786011,-0.32279953360557556,1.0,0.38999998569488525,1.209674596786499,0.6100000143051147,0.4246666133403778
world2_keydoor,aug,augment,shift,7,0.7953125238418579,-0.5371994972229004,0.953125,0.2800000011920929,1.3325120210647583,0.6731250286102295,0.2893333435058594
world2_keydoor,aug,augment,cutout,0,0.8253124952316284,-0.7782993912696838,0.96875,0.1599999964237213,1.603611946105957,0.8087500333786011,0.1379999965429306
world2_keydoor,aug,augment,cutout,1,0.8868750333786011,-0.5017995238304138,1.0,0.30000001192092896,1.3886744976043701,0.699999988079071,0.1746666580438614
world2_keydoor,aug,augment,cutout,2,0.8865624666213989,-0.7601994276046753,1.0,0.17000000178813934,1.6467618942260742,0.8299999833106995,0.12600000202655792
world2_keydoor,aug,augment,cutout,3,0.8559374809265137,-0.7406994700431824,0.984375,0.18000000715255737,1.5966370105743408,0.8043749928474426,0.14266665279865265
world2_keydoor,aug,augment,cutout,4,0.8862500190734863,-0.8394994139671326,1.0,0.12999999523162842,1.7257494926452637,0.8700000047683716,0.15800002217292786
